Asiento|CodigoCuenta|CargoAbono|ImporteAsiento|Ejercicio|FechaAsiento|Comentario|Periodo
180|440000000|H|117.80|2025|31/01/2025|Fra. Correos: Q250005886|1
181|438001906|D|117.80|2025|31/01/2025|Fra. Correos: Q250005885|1
181|440000000|H|117.80|2025|31/01/2025|Fra. Correos: Q250005885|1
182|438001917|D|3.10|2025|17/01/2025|Fra. Correos: Q250000737|1
182|440000000|H|3.10|2025|17/01/2025|Fra. Correos: Q250000737|1
183|438001923|D|153.29|2025|31/01/2025|Fra. Correos: Q250003398|1
183|440000000|H|153.29|2025|31/01/2025|Fra. Correos: Q250003398|1
184|438001978|D|11.82|2025|31/01/2025|Fra. Correos: Q250003476|1
184|440000000|H|11.82|2025|31/01/2025|Fra. Correos: Q250003476|1
185|438002000|D|116.54|2025|31/01/2025|Fra. Correos: Q250003545|1
185|440000000|H|116.54|2025|31/01/2025|Fra. Correos: Q250003545|1
186|438002056|D|1211.69|2025|31/01/2025|Fra. Correos: Q250003491|1
186|440000000|H|1211.69|2025|31/01/2025|Fra. Correos: Q250003491|1
187|438002093|D|37.03|2025|31/01/2025|Fra. Correos: Q250003488|1
187|440000000|H|37.03|2025|31/01/2025|Fra. Correos: Q250003488|1
188|438002095|D|7.75|2025|31/01/2025|Fra. Correos: Q250003381|1
188|440000000|H|7.75|2025|31/01/2025|Fra. Correos: Q250003381|1
189|438002114|D|1.03|2025|31/01/2025|Fra. Correos: Q250003478|1
189|440000000|H|1.03|2025|31/01/2025|Fra. Correos: Q250003478|1
190|438002115|D|67.62|2025|31/01/2025|Fra. Correos: Q250003401|1
190|440000000|H|67.62|2025|31/01/2025|Fra. Correos: Q250003401|1
191|438002127|D|312.40|2025|31/01/2025|Fra. Correos: Q250005824|1
191|440000000|H|312.40|2025|31/01/2025|Fra. Correos: Q250005824|1
192|438002128|D|556.33|2025|31/01/2025|Fra. Correos: Q250003483|1
192|440000000|H|556.33|2025|31/01/2025|Fra. Correos: Q250003483|1
193|438002132|D|150.00|2025|31/01/2025|Fra. Correos: Q250005821|1
193|440000000|H|150.00|2025|31/01/2025|Fra. Correos: Q250005821|1
194|438002134|D|129.94|2025|31/01/2025|Fra. Correos: Q250003486|1
194|440000000|H|129.94|2025|31/01/2025|Fra. Correos: Q250003486|1
195|438002144|D|103.89|2025|31/01/2025|Fra. Correos: Q250003377|1
195|440000000|H|103.89|2025|31/01/2025|Fra. Correos: Q250003377|1
196|438002154|D|23.56|2025|31/01/2025|Fra. Correos: Q250003367|1
196|440000000|H|23.56|2025|31/01/2025|Fra. Correos: Q250003367|1
197|438002157|D|12.84|2025|31/01/2025|Fra. Correos: Q250003461|1
197|440000000|H|12.84|2025|31/01/2025|Fra. Correos: Q250003461|1
198|438002175|D|2871.58|2025|31/01/2025|Fra. Correos: Q250005889|1
198|440000000|H|2871.58|2025|31/01/2025|Fra. Correos: Q250005889|1
199|438002193|D|2.67|2025|31/01/2025|Fra. Correos: Q250003390|1
199|440000000|H|2.67|2025|31/01/2025|Fra. Correos: Q250003390|1
200|438002232|D|11.10|2025|31/01/2025|Fra. Correos: Q250005839|1
200|440000000|H|11.10|2025|31/01/2025|Fra. Correos: Q250005839|1
201|438002238|D|69.12|2025|31/01/2025|Fra. Correos: Q250003375|1
201|440000000|H|69.12|2025|31/01/2025|Fra. Correos: Q250003375|1
202|438002249|D|5.69|2025|31/01/2025|Fra. Correos: Q250003455|1
202|440000000|H|5.69|2025|31/01/2025|Fra. Correos: Q250003455|1
203|438002251|D|-676.70|2025|09/01/2025|Fra. Correos: K250000007|1
203|440000000|H|-676.70|2025|09/01/2025|Fra. Correos: K250000007|1
204|438002251|D|676.70|2025|09/01/2025|Fra. Correos: Q250000087|1
204|440000000|H|676.70|2025|09/01/2025|Fra. Correos: Q250000087|1
205|438002251|D|676.70|2025|09/01/2025|Fra. Correos: Q250000082|1
205|440000000|H|676.70|2025|09/01/2025|Fra. Correos: Q250000082|1
206|438002273|D|7.95|2025|31/01/2025|Fra. Correos: Q250003474|1
206|440000000|H|7.95|2025|31/01/2025|Fra. Correos: Q250003474|1
207|438002332|D|1711.47|2025|17/01/2025|Fra. Correos: Q250000733|1
207|440000000|H|1711.47|2025|17/01/2025|Fra. Correos: Q250000733|1
208|438002343|D|4.55|2025|31/01/2025|Fra. Correos: Q250003484|1
208|440000000|H|4.55|2025|31/01/2025|Fra. Correos: Q250003484|1
209|438002387|D|1721.76|2025|31/01/2025|Fra. Correos: Q250005957|1
209|440000000|H|1721.76|2025|31/01/2025|Fra. Correos: Q250005957|1
210|438002387|D|189.95|2025|31/01/2025|Fra. Correos: Q250005843|1
210|440000000|H|189.95|2025|31/01/2025|Fra. Correos: Q250005843|1
211|438002387|D|11.89|2025|31/01/2025|Fra. Correos: Q250003453|1
211|440000000|H|11.89|2025|31/01/2025|Fra. Correos: Q250003453|1
212|438002392|D|185.95|2025|31/01/2025|Fra. Correos: Q250003395|1
212|440000000|H|185.95|2025|31/01/2025|Fra. Correos: Q250003395|1
213|438002404|D|88.44|2025|31/01/2025|Fra. Correos: Q250003551|1
213|440000000|H|88.44|2025|31/01/2025|Fra. Correos: Q250003551|1
214|438002434|D|10.16|2025|14/01/2025|Fra. Correos: Q250000453|1
214|440000000|H|10.16|2025|14/01/2025|Fra. Correos: Q250000453|1
215|438002434|D|8141.31|2025|14/01/2025|Fra. Correos: Q250000452|1
215|440000000|H|8141.31|2025|14/01/2025|Fra. Correos: Q250000452|1
216|438002434|D|12.46|2025|22/01/2025|Fra. Correos: Q250000826|1
216|440000000|H|12.46|2025|22/01/2025|Fra. Correos: Q250000826|1
217|438002434|D|2776.80|2025|22/01/2025|Fra. Correos: Q250000825|1
217|440000000|H|2776.80|2025|22/01/2025|Fra. Correos: Q250000825|1
218|438002434|D|7485.35|2025|22/01/2025|Fra. Correos: Q250000817|1
218|440000000|H|7485.35|2025|22/01/2025|Fra. Correos: Q250000817|1
219|438002434|D|134.39|2025|31/01/2025|Fra. Correos: Q250001332|1
219|440000000|H|134.39|2025|31/01/2025|Fra. Correos: Q250001332|1
220|438002434|D|4877.38|2025|17/01/2025|Fra. Correos: Q250000731|1
220|440000000|H|4877.38|2025|17/01/2025|Fra. Correos: Q250000731|1
221|438002434|D|37.38|2025|31/01/2025|Fra. Correos: Q250005823|1
221|440000000|H|37.38|2025|31/01/2025|Fra. Correos: Q250005823|1
222|438002434|D|11063.58|2025|30/01/2025|Fra. Correos: Q250001263|1
222|440000000|H|11063.58|2025|30/01/2025|Fra. Correos: Q250001263|1
223|438002434|D|-37.38|2025|31/01/2025|Fra. Correos: K250000172|1
223|440000000|H|-37.38|2025|31/01/2025|Fra. Correos: K250000172|1
224|438002434|D|21595.85|2025|09/01/2025|Fra. Correos: Q250000081|1
224|440000000|H|21595.85|2025|09/01/2025|Fra. Correos: Q250000081|1
225|438002434|D|216827.28|2025|31/01/2025|Fra. Correos: Q250001331|1
225|440000000|H|216827.28|2025|31/01/2025|Fra. Correos: Q250001331|1
226|438002434|D|42.72|2025|31/01/2025|Fra. Correos: Q250005956|1
226|440000000|H|42.72|2025|31/01/2025|Fra. Correos: Q250005956|1
227|438002434|D|2994.14|2025|31/01/2025|Fra. Correos: Q250005883|1
227|440000000|H|2994.14|2025|31/01/2025|Fra. Correos: Q250005883|1
228|438002434|D|2292.64|2025|31/01/2025|Fra. Correos: Q250005842|1
228|440000000|H|2292.64|2025|31/01/2025|Fra. Correos: Q250005842|1
229|438002434|D|136.17|2025|17/01/2025|Fra. Correos: Q250000732|1
229|440000000|H|136.17|2025|17/01/2025|Fra. Correos: Q250000732|1
230|438002437|D|1.03|2025|31/01/2025|Fra. Correos: Q250003465|1
230|440000000|H|1.03|2025|31/01/2025|Fra. Correos: Q250003465|1
231|438002442|D|1766.86|2025|31/01/2025|Fra. Correos: Q250003386|1
231|440000000|H|1766.86|2025|31/01/2025|Fra. Correos: Q250003386|1
232|438002447|D|35.73|2025|31/01/2025|Fra. Correos: Q250003583|1
232|440000000|H|35.73|2025|31/01/2025|Fra. Correos: Q250003583|1
233|438002450|D|354.43|2025|31/01/2025|Fra. Correos: Q250003387|1
233|440000000|H|354.43|2025|31/01/2025|Fra. Correos: Q250003387|1
234|438002516|D|5036.22|2025|31/01/2025|Fra. Correos: Q250003385|1
234|440000000|H|5036.22|2025|31/01/2025|Fra. Correos: Q250003385|1
235|438002553|D|91.36|2025|31/01/2025|Fra. Correos: Q250005831|1
235|440000000|H|91.36|2025|31/01/2025|Fra. Correos: Q250005831|1
236|438002608|D|153.08|2025|17/01/2025|Fra. Correos: Q250000734|1
236|440000000|H|153.08|2025|17/01/2025|Fra. Correos: Q250000734|1
237|438002665|D|955.38|2025|28/01/2025|Fra. Correos: Q250001153|1
237|440000000|H|955.38|2025|28/01/2025|Fra. Correos: Q250001153|1
238|438002665|D|955.10|2025|09/01/2025|Fra. Correos: Q250000084|1
238|440000000|H|955.10|2025|09/01/2025|Fra. Correos: Q250000084|1
239|438002679|D|95.89|2025|31/01/2025|Fra. Correos: Q250003347|1
239|440000000|H|95.89|2025|31/01/2025|Fra. Correos: Q250003347|1
240|438002683|D|18.40|2025|31/01/2025|Fra. Correos: Q250003374|1
240|440000000|H|18.40|2025|31/01/2025|Fra. Correos: Q250003374|1
241|438002694|D|142.83|2025|31/01/2025|Fra. Correos: Q250003383|1
241|440000000|H|142.83|2025|31/01/2025|Fra. Correos: Q250003383|1
242|438002696|D|7044.82|2025|31/01/2025|Fra. Correos: Q250005840|1
242|440000000|H|7044.82|2025|31/01/2025|Fra. Correos: Q250005840|1
243|438002731|D|29.94|2025|31/01/2025|Fra. Correos: Q250003409|1
243|440000000|H|29.94|2025|31/01/2025|Fra. Correos: Q250003409|1
244|438002741|D|678.88|2025|31/01/2025|Fra. Correos: Q250003365|1
244|440000000|H|678.88|2025|31/01/2025|Fra. Correos: Q250003365|1
245|438002742|D|222.18|2025|31/01/2025|Fra. Correos: Q250005818|1
245|440000000|H|222.18|2025|31/01/2025|Fra. Correos: Q250005818|1
246|438002742|D|5449.22|2025|31/01/2025|Fra. Correos: Q250005817|1
246|440000000|H|5449.22|2025|31/01/2025|Fra. Correos: Q250005817|1
247|438002787|D|26.45|2025|31/01/2025|Fra. Correos: Q250003355|1
247|440000000|H|26.45|2025|31/01/2025|Fra. Correos: Q250003355|1
248|438002795|D|63.48|2025|31/01/2025|Fra. Correos: Q250003371|1
248|440000000|H|63.48|2025|31/01/2025|Fra. Correos: Q250003371|1
249|438002821|D|.89|2025|31/01/2025|Fra. Correos: Q250003480|1
249|440000000|H|.89|2025|31/01/2025|Fra. Correos: Q250003480|1
250|438002831|D|865.87|2025|31/01/2025|Fra. Correos: Q250005841|1
250|440000000|H|865.87|2025|31/01/2025|Fra. Correos: Q250005841|1
251|438002845|D|-38.96|2025|08/01/2025|Fra. Correos: K250000004|1
251|440000000|H|-38.96|2025|08/01/2025|Fra. Correos: K250000004|1
252|438002845|D|38.96|2025|08/01/2025|Fra. Correos: Q250000061|1
252|440000000|H|38.96|2025|08/01/2025|Fra. Correos: Q250000061|1
253|438002845|D|31.74|2025|31/01/2025|Fra. Correos: Q250003350|1
253|440000000|H|31.74|2025|31/01/2025|Fra. Correos: Q250003350|1
254|438002850|D|303.22|2025|31/01/2025|Fra. Correos: Q250003380|1
254|440000000|H|303.22|2025|31/01/2025|Fra. Correos: Q250003380|1
255|438002889|D|96.22|2025|31/01/2025|Fra. Correos: Q250003540|1
255|440000000|H|96.22|2025|31/01/2025|Fra. Correos: Q250003540|1
256|438002906|D|419.35|2025|17/01/2025|Fra. Correos: Q250000736|1
256|440000000|H|419.35|2025|17/01/2025|Fra. Correos: Q250000736|1
257|438002908|D|1302.48|2025|28/01/2025|Fra. Correos: Q250001154|1
257|440000000|H|1302.48|2025|28/01/2025|Fra. Correos: Q250001154|1
258|438002909|D|1865.02|2025|17/01/2025|Fra. Correos: Q250000738|1
258|440000000|H|1865.02|2025|17/01/2025|Fra. Correos: Q250000738|1
259|438002913|D|538.11|2025|31/01/2025|Fra. Correos: Q250005884|1
259|440000000|H|538.11|2025|31/01/2025|Fra. Correos: Q250005884|1
260|438002959|D|7709.49|2025|09/01/2025|Fra. Correos: Q250000079|1
260|440000000|H|7709.49|2025|09/01/2025|Fra. Correos: Q250000079|1
261|438002971|D|5.29|2025|31/01/2025|Fra. Correos: Q250003351|1
261|440000000|H|5.29|2025|31/01/2025|Fra. Correos: Q250003351|1
262|438002988|D|497.26|2025|31/01/2025|Fra. Correos: Q250003382|1
262|440000000|H|497.26|2025|31/01/2025|Fra. Correos: Q250003382|1
263|438003002|D|37.03|2025|31/01/2025|Fra. Correos: Q250003384|1
263|440000000|H|37.03|2025|31/01/2025|Fra. Correos: Q250003384|1
264|438003059|D|741.37|2025|14/01/2025|Fra. Correos: Q250000455|1
264|440000000|H|741.37|2025|14/01/2025|Fra. Correos: Q250000455|1
265|438003059|D|2449.28|2025|14/01/2025|Fra. Correos: Q250000454|1
265|440000000|H|2449.28|2025|14/01/2025|Fra. Correos: Q250000454|1
266|438003059|D|6121.42|2025|27/01/2025|Fra. Correos: Q250001127|1
266|440000000|H|6121.42|2025|27/01/2025|Fra. Correos: Q250001127|1
267|438003059|D|2658.43|2025|27/01/2025|Fra. Correos: Q250001126|1
267|440000000|H|2658.43|2025|27/01/2025|Fra. Correos: Q250001126|1
268|438003059|D|476.10|2025|27/01/2025|Fra. Correos: Q250001125|1
268|440000000|H|476.10|2025|27/01/2025|Fra. Correos: Q250001125|1
269|438003059|D|261.66|2025|22/01/2025|Fra. Correos: Q250000818|1
269|440000000|H|261.66|2025|22/01/2025|Fra. Correos: Q250000818|1
270|438003059|D|2993.96|2025|09/01/2025|Fra. Correos: Q250000083|1
270|440000000|H|2993.96|2025|09/01/2025|Fra. Correos: Q250000083|1
271|438003059|D|2.67|2025|15/01/2025|Fra. Correos: Q250000492|1
271|440000000|H|2.67|2025|15/01/2025|Fra. Correos: Q250000492|1
272|438003059|D|2813.29|2025|30/01/2025|Fra. Correos: Q250001264|1
272|440000000|H|2813.29|2025|30/01/2025|Fra. Correos: Q250001264|1
273|438003076|D|-73.05|2025|10/01/2025|Fra. Correos: K250000010|1
273|440000000|H|-73.05|2025|10/01/2025|Fra. Correos: K250000010|1
274|438003076|D|73.05|2025|10/01/2025|Fra. Correos: Q250000376|1
274|440000000|H|73.05|2025|10/01/2025|Fra. Correos: Q250000376|1
275|438003076|D|227.47|2025|31/01/2025|Fra. Correos: Q250003348|1
275|440000000|H|227.47|2025|31/01/2025|Fra. Correos: Q250003348|1
276|438003086|D|175.46|2025|31/01/2025|Fra. Correos: Q250003392|1
276|440000000|H|175.46|2025|31/01/2025|Fra. Correos: Q250003392|1
277|438003092|D|74.06|2025|31/01/2025|Fra. Correos: Q250003353|1
277|440000000|H|74.06|2025|31/01/2025|Fra. Correos: Q250003353|1
278|438003094|D|230.72|2025|31/01/2025|Fra. Correos: Q250005829|1
278|440000000|H|230.72|2025|31/01/2025|Fra. Correos: Q250005829|1
279|438003095|D|771.65|2025|28/01/2025|Fra. Correos: Q250001152|1
279|440000000|H|771.65|2025|28/01/2025|Fra. Correos: Q250001152|1
280|438003098|D|179.86|2025|31/01/2025|Fra. Correos: Q250003349|1
280|440000000|H|179.86|2025|31/01/2025|Fra. Correos: Q250003349|1
281|438003105|D|11.93|2025|31/01/2025|Fra. Correos: Q250003346|1
281|440000000|H|11.93|2025|31/01/2025|Fra. Correos: Q250003346|1
282|438003106|D|358.48|2025|30/01/2025|Fra. Correos: Q250001262|1
282|440000000|H|358.48|2025|30/01/2025|Fra. Correos: Q250001262|1
283|438003110|D|3.70|2025|30/01/2025|Fra. Correos: Q250001287|1
283|440000000|H|3.70|2025|30/01/2025|Fra. Correos: Q250001287|1
284|438003113|D|201.14|2025|30/01/2025|Fra. Correos: Q250001266|1
284|440000000|H|201.14|2025|30/01/2025|Fra. Correos: Q250001266|1
285|438003113|D|66.75|2025|30/01/2025|Fra. Correos: Q250001265|1
285|440000000|H|66.75|2025|30/01/2025|Fra. Correos: Q250001265|1
